2020-12-12,00:04:01.834084,22.500
2020-12-12,00:14:02.860075,22.375
2020-12-12,00:24:03.809008,22.312
2020-12-12,00:34:04.773562,22.312
2020-12-12,00:44:05.736222,22.125
2020-12-12,00:54:06.685654,22.125
2020-12-12,01:04:07.681519,22.062
2020-12-12,01:14:08.653662,22.000
2020-12-12,01:24:09.626800,21.937
2020-12-12,01:34:10.583215,21.875
2020-12-12,01:44:11.571333,21.812
2020-12-12,01:54:12.571689,21.812
2020-12-12,02:04:13.487844,21.750
2020-12-12,02:14:14.533144,21.687
2020-12-12,02:24:15.552597,21.625
2020-12-12,02:34:16.527790,21.625
2020-12-12,02:44:17.602868,21.500
2020-12-12,02:54:18.606016,21.500
2020-12-12,03:04:19.554293,21.437
2020-12-12,03:14:20.549908,21.375
2020-12-12,03:24:21.565768,21.375
2020-12-12,03:34:22.617947,21.312
2020-12-12,03:44:23.662893,21.187
2020-12-12,03:54:24.710955,21.125
2020-12-12,04:04:25.700072,21.125
2020-12-12,04:14:26.584767,21.062
2020-12-12,04:24:27.575961,20.937
2020-12-12,04:34:28.607208,20.937
2020-12-12,04:44:29.656171,20.937
2020-12-12,04:54:30.701313,20.937
2020-12-12,05:04:31.686324,20.875
2020-12-12,05:14:32.677704,20.875
2020-12-12,05:24:33.658284,20.750
2020-12-12,05:34:34.583139,20.812
2020-12-12,05:44:35.543083,20.750
2020-12-12,05:54:36.469619,20.687
2020-12-12,06:04:37.486897,20.687
2020-12-12,06:14:38.520028,20.687
2020-12-12,06:24:39.608915,20.750
2020-12-12,06:34:40.612418,20.750
2020-12-12,06:44:41.552331,20.687
2020-12-12,06:54:42.523302,20.812
2020-12-12,07:04:43.610872,20.812
2020-12-12,07:14:44.633136,20.812
2020-12-12,07:24:45.670732,21.000
2020-12-12,07:34:46.633487,21.000
2020-12-12,07:44:47.678376,21.125
2020-12-12,07:54:48.686651,21.187
2020-12-12,08:04:49.718715,21.312
2020-12-12,08:14:50.769333,21.437
2020-12-12,08:24:51.796681,21.562
2020-12-12,08:34:52.845878,21.750
2020-12-12,08:44:53.884632,21.937
2020-12-12,08:54:54.942299,22.000
2020-12-12,09:04:55.965742,22.312
2020-12-12,09:14:57.050902,22.375
2020-12-12,09:24:58.051696,22.562
2020-12-12,09:34:59.133577,22.812
2020-12-12,09:45:00.139592,23.125
2020-12-12,09:55:01.165793,23.312
2020-12-12,10:05:02.202501,23.375
2020-12-12,10:15:03.245031,23.437
2020-12-12,10:25:04.285728,23.437
2020-12-12,10:35:05.343758,23.562
2020-12-12,10:45:06.342025,23.625
2020-12-12,10:55:07.327074,23.750
2020-12-12,11:05:08.381480,23.875
2020-12-12,11:15:09.323227,23.937
2020-12-12,11:25:10.373745,24.062
2020-12-12,11:35:11.454003,24.187
2020-12-12,11:45:12.360451,24.312
2020-12-12,11:55:13.405775,24.437
2020-12-12,12:05:14.401862,24.687
2020-12-12,12:15:15.405041,24.750
2020-12-12,12:25:16.373640,24.750
2020-12-12,12:35:17.308333,24.937
2020-12-12,12:45:18.323076,24.937
2020-12-12,12:55:19.285536,25.062
2020-12-12,13:05:20.285996,25.187
2020-12-12,13:15:21.248440,25.312
2020-12-12,13:25:22.318920,25.375
2020-12-12,13:35:23.329519,25.500
2020-12-12,13:45:24.397755,25.625
2020-12-12,13:55:25.428915,25.687
2020-12-12,14:05:26.448134,25.750
2020-12-12,14:15:27.486269,25.812
2020-12-12,14:25:28.525988,25.875
2020-12-12,14:35:29.585143,26.000
2020-12-12,14:45:30.526466,26.000
2020-12-12,14:55:31.513460,26.125
2020-12-12,15:05:32.518923,26.187
2020-12-12,15:15:33.546725,26.250
2020-12-12,15:25:34.462692,26.250
2020-12-12,15:35:35.484019,26.312
2020-12-12,15:45:36.567911,26.375
2020-12-12,15:55:37.599881,26.437
2020-12-12,16:05:38.638046,26.500
2020-12-12,16:15:39.646619,26.500
2020-12-12,16:25:40.695730,26.500
2020-12-12,16:35:41.684908,26.562
2020-12-12,16:45:42.649275,26.625
2020-12-12,16:55:43.576631,26.687
2020-12-12,17:05:44.646617,26.625
2020-12-12,17:15:45.626622,26.687
2020-12-12,17:25:46.520102,26.687
2020-12-12,17:35:47.615984,26.687
2020-12-12,17:45:48.605273,26.437
2020-12-12,17:55:49.646623,26.500
2020-12-12,18:05:50.646605,26.500
2020-12-12,18:15:51.626627,26.312
2020-12-12,18:25:52.544112,26.250
2020-12-12,18:35:53.546616,26.125
2020-12-12,18:45:54.566372,26.062
2020-12-12,18:55:55.492998,26.062
2020-12-12,19:05:56.538527,25.937
2020-12-12,19:15:57.471697,25.812
2020-12-12,19:25:58.396617,25.625
2020-12-12,19:35:59.396594,25.500
2020-12-12,19:46:00.418258,25.312
2020-12-12,19:56:01.396603,25.250
2020-12-12,20:06:02.396600,25.000
2020-12-12,20:16:03.396645,25.562
2020-12-12,20:26:04.398119,25.812
2020-12-12,20:36:05.396644,25.625
2020-12-12,20:46:06.405035,25.500
2020-12-12,20:56:07.396609,25.437
2020-12-12,21:06:08.396609,25.312
2020-12-12,21:16:09.426226,25.250
2020-12-12,21:26:10.396606,25.187
2020-12-12,21:36:11.403031,25.125
2020-12-12,21:46:12.396613,25.000
2020-12-12,21:56:13.396619,24.937
2020-12-12,22:06:14.480637,24.937
2020-12-12,22:16:15.396643,24.875
2020-12-12,22:26:16.396601,24.812
2020-12-12,22:36:17.396620,24.750
2020-12-12,22:46:18.396605,24.812
2020-12-12,22:56:19.396648,24.750
2020-12-12,23:06:20.376598,24.937
2020-12-12,23:16:21.400020,25.000
2020-12-12,23:26:22.396614,25.000
2020-12-12,23:36:23.396602,24.937
2020-12-12,23:46:24.436267,24.937
2020-12-12,23:56:25.428400,24.812
