2020-10-11,00:03:36.152741,23.187
2020-10-11,00:13:37.079350,23.062
2020-10-11,00:23:38.089156,23.062
2020-10-11,00:33:39.032702,22.937
2020-10-11,00:43:39.974405,22.750
2020-10-11,00:53:40.960948,22.687
2020-10-11,01:03:41.991604,22.562
2020-10-11,01:13:42.945135,22.500
2020-10-11,01:23:43.832559,22.500
2020-10-11,01:33:44.750320,22.437
2020-10-11,01:43:45.750024,22.375
2020-10-11,01:53:46.750051,22.312
2020-10-11,02:03:47.750043,22.312
2020-10-11,02:13:48.740886,22.312
2020-10-11,02:23:49.750043,22.312
2020-10-11,02:33:50.728723,22.250
2020-10-11,02:43:51.750018,22.250
2020-10-11,02:53:52.730614,22.250
2020-10-11,03:03:53.710044,22.187
2020-10-11,03:13:54.764438,22.125
2020-10-11,03:23:55.768336,22.062
2020-10-11,03:33:56.790172,22.000
2020-10-11,03:43:57.760013,21.937
2020-10-11,03:53:58.750023,21.937
2020-10-11,04:03:59.765856,21.937
2020-10-11,04:14:00.750027,21.937
2020-10-11,04:24:01.750019,21.875
2020-10-11,04:34:02.643929,21.812
2020-10-11,04:44:03.766105,21.750
2020-10-11,04:54:04.779051,21.687
2020-10-11,05:04:05.750025,21.750
2020-10-11,05:14:06.710027,21.687
2020-10-11,05:24:07.688701,21.562
2020-10-11,05:34:08.732510,21.500
2020-10-11,05:44:09.681607,21.562
2020-10-11,05:54:10.696563,21.500
2020-10-11,06:04:11.603197,21.500
2020-10-11,06:14:12.599272,21.437
2020-10-11,06:24:13.609995,21.437
2020-10-11,06:34:14.578805,21.375
2020-10-11,06:44:15.608849,21.375
2020-10-11,06:54:16.649624,21.312
2020-10-11,07:04:17.688971,21.375
2020-10-11,07:14:18.763123,21.312
2020-10-11,07:24:19.761531,21.312
2020-10-11,07:34:20.809150,21.250
2020-10-11,07:44:21.830851,21.312
2020-10-11,07:54:22.834409,21.375
2020-10-11,08:04:23.783595,21.312
2020-10-11,08:14:24.748846,21.687
2020-10-11,08:24:25.773731,22.250
2020-10-11,08:34:26.756674,21.937
2020-10-11,08:44:27.770388,22.500
2020-10-11,08:54:28.750939,22.875
2020-10-11,09:04:29.768644,23.000
2020-10-11,09:14:30.750080,23.187
2020-10-11,09:24:31.754403,23.187
2020-10-11,09:34:32.675661,23.250
2020-10-11,09:44:33.658962,23.375
2020-10-11,09:54:34.550219,23.562
2020-10-11,10:04:35.523954,23.562
2020-10-11,10:14:36.497549,23.875
2020-10-11,10:24:37.566525,23.937
2020-10-11,10:34:38.510563,24.000
2020-10-11,10:44:39.556099,24.187
2020-10-11,10:54:40.568029,24.187
2020-10-11,11:04:41.568779,24.187
2020-10-11,11:14:42.639792,24.375
2020-10-11,11:24:43.712245,24.437
2020-10-11,11:34:44.728388,24.562
2020-10-11,11:44:45.770947,24.750
2020-10-11,11:54:46.835168,24.937
2020-10-11,12:04:47.791668,25.187
2020-10-11,12:14:48.837252,24.812
2020-10-11,12:24:49.847457,25.687
2020-10-11,12:34:50.863450,26.062
2020-10-11,12:44:51.859130,26.125
2020-10-11,12:54:52.909358,26.125
2020-10-11,13:04:53.925458,26.125
2020-10-11,13:14:54.915942,26.500
2020-10-11,13:24:55.930453,25.687
2020-10-11,13:34:56.992456,25.437
2020-10-11,13:44:57.999251,24.062
2020-10-11,13:54:59.045997,23.125
2020-10-11,14:05:00.089196,23.375
2020-10-11,14:15:01.138122,23.500
2020-10-11,14:25:02.100296,23.437
2020-10-11,14:35:03.145947,23.375
2020-10-11,14:45:04.162983,22.875
2020-10-11,14:55:05.228233,23.312
2020-10-11,15:05:06.263851,23.312
2020-10-11,15:15:07.321508,22.750
2020-10-11,15:25:08.328866,22.375
2020-10-11,15:35:09.392580,22.375
